Invoice,Order_Revenue,Units,Unique_Products,Average_Item_Value,Customer_ID,Country,Order_Date,Basket_Size
546545,118.05,34,19,3.472058823529412,16804.0,United Kingdom,2011-03-14 15:48:00,Large
546549,258.41,132,43,1.9576515151515153,17799.0,United Kingdom,2011-03-14 16:46:00,Very Large
546550,6.35,1,1,6.35,17799.0,United Kingdom,2011-03-14 16:54:00,Small
546552,271.5,192,17,1.4140625,13082.0,United Kingdom,2011-03-15 08:18:00,Very Large
546553,158.23000000000002,121,9,1.3076859504132232,13499.0,United Kingdom,2011-03-15 08:52:00,Very Large
546554,251.56,188,15,1.3380851063829788,16037.0,United Kingdom,2011-03-15 09:13:00,Very Large
546555,696.85,271,22,2.5714022140221404,17675.0,United Kingdom,2011-03-15 09:22:00,Very Large
546556,309.02000000000004,122,11,2.5329508196721315,16156.0,United Kingdom,2011-03-15 09:32:00,Very Large
546560,62.5,50,1,1.25,12931.0,United Kingdom,2011-03-15 10:26:00,Large
546561,533.9,353,34,1.5124645892351274,18260.0,United Kingdom,2011-03-15 10:34:00,Very Large
546562,317.56,133,19,2.387669172932331,16293.0,United Kingdom,2011-03-15 10:45:00,Very Large
546563,343.62,222,22,1.547837837837838,15047.0,United Kingdom,2011-03-15 10:49:00,Very Large
546569,1477.56,511,45,2.891506849315068,14016.0,EIRE,2011-03-15 10:53:00,Very Large
546580,870.59,328,24,2.654237804878049,14911.0,EIRE,2011-03-15 11:09:00,Very Large
546622,107.25,91,25,1.1785714285714286,17954.0,United Kingdom,2011-03-15 11:30:00,Very Large
546624,422.54,250,23,1.69016,14193.0,United Kingdom,2011-03-15 11:38:00,Very Large
546625,170.75,134,24,1.2742537313432836,17542.0,United Kingdom,2011-03-15 11:45:00,Very Large
546631,300.0,48,2,6.25,15181.0,United Kingdom,2011-03-15 12:03:00,Large
546632,76.32000000000001,72,1,1.06,17080.0,United Kingdom,2011-03-15 12:05:00,Very Large
546633,163.2,128,2,1.275,16168.0,United Kingdom,2011-03-15 12:06:00,Very Large
546634,78.04,23,12,3.39304347826087,14527.0,United Kingdom,2011-03-15 12:10:00,Large
546635,217.89000000000001,201,41,1.0840298507462687,16392.0,United Kingdom,2011-03-15 12:11:00,Very Large
546636,137.9,56,22,2.4625,14534.0,United Kingdom,2011-03-15 12:19:00,Very Large
546637,292.3,34,3,8.597058823529412,13854.0,United Kingdom,2011-03-15 12:37:00,Large
546638,410.7,258,26,1.591860465116279,15106.0,United Kingdom,2011-03-15 12:52:00,Very Large
546639,309.34,238,19,1.2997478991596638,13971.0,United Kingdom,2011-03-15 12:54:00,Very Large
546640,238.20000000000002,100,13,2.382,14092.0,United Kingdom,2011-03-15 12:56:00,Very Large
546642,317.78,162,9,1.9616049382716048,12779.0,Poland,2011-03-15 13:13:00,Very Large
546643,542.97,286,30,1.8984965034965036,16214.0,United Kingdom,2011-03-15 13:23:00,Very Large
546644,339.34000000000003,268,15,1.2661940298507464,15932.0,United Kingdom,2011-03-15 13:28:00,Very Large
546646,138.28,138,21,1.0020289855072464,13716.0,United Kingdom,2011-03-15 13:49:00,Very Large
546648,1794.43,405,78,4.430691358024691,,United Kingdom,2011-03-15 14:15:00,Very Large
546649,507.29999999999995,77,46,6.588311688311688,,United Kingdom,2011-03-15 14:17:00,Very Large
546650,431.36,58,41,7.437241379310345,,United Kingdom,2011-03-15 14:17:00,Very Large
546651,440.90999999999997,65,37,6.7832307692307685,,United Kingdom,2011-03-15 14:17:00,Very Large
546652,664.84,119,53,5.586890756302521,,United Kingdom,2011-03-15 14:18:00,Very Large
546653,549.52,77,49,7.136623376623376,,United Kingdom,2011-03-15 14:18:00,Very Large
546654,503.63,70,34,7.194714285714285,,United Kingdom,2011-03-15 14:18:00,Very Large
546655,411.24,53,36,7.759245283018868,,United Kingdom,2011-03-15 14:19:00,Very Large
546656,662.9499999999999,95,54,6.978421052631578,,United Kingdom,2011-03-15 14:19:00,Very Large
546657,5.1,6,1,0.85,17816.0,United Kingdom,2011-03-15 14:20:00,Medium
546658,501.25,331,33,1.5143504531722054,15150.0,United Kingdom,2011-03-15 14:21:00,Very Large
546659,242.40000000000003,108,9,2.244444444444445,16996.0,United Kingdom,2011-03-15 14:25:00,Very Large
546660,1041.45,335,27,3.108805970149254,14156.0,EIRE,2011-03-15 14:32:00,Very Large
546662,95.0,32,6,2.96875,16782.0,United Kingdom,2011-03-15 14:36:00,Large
546663,7.12,3,3,2.3733333333333335,,United Kingdom,2011-03-15 14:36:00,Small
546665,215.49,77,14,2.7985714285714285,15867.0,United Kingdom,2011-03-15 15:06:00,Very Large
546667,236.1,90,14,2.623333333333333,14735.0,United Kingdom,2011-03-15 15:31:00,Very Large
546668,218.10000000000002,86,9,2.5360465116279074,14735.0,United Kingdom,2011-03-15 15:33:00,Very Large
546669,965.9,698,23,1.383810888252149,14226.0,United Kingdom,2011-03-15 15:36:00,Very Large
546670,607.13,428,107,1.4185280373831775,13451.0,United Kingdom,2011-03-15 15:37:00,Very Large
546677,363.4,180,3,2.0188888888888887,18144.0,United Kingdom,2011-03-15 16:29:00,Very Large
546678,565.54,317,29,1.7840378548895899,12681.0,France,2011-03-15 16:39:00,Very Large
546679,283.73,252,50,1.1259126984126986,13121.0,United Kingdom,2011-03-15 16:47:00,Very Large
546681,301.9,206,20,1.4655339805825243,16297.0,United Kingdom,2011-03-16 08:29:00,Very Large
546682,352.6,166,22,2.1240963855421686,12994.0,United Kingdom,2011-03-16 08:31:00,Very Large
546683,248.27,147,18,1.6889115646258503,12868.0,United Kingdom,2011-03-16 09:38:00,Very Large
546684,1829.04,642,29,2.8489719626168224,16152.0,United Kingdom,2011-03-16 09:47:00,Very Large
546685,369.9,124,21,2.983064516129032,15687.0,United Kingdom,2011-03-16 09:52:00,Very Large
546686,300.19,117,16,2.5657264957264956,14636.0,United Kingdom,2011-03-16 09:52:00,Very Large
546687,422.43,285,22,1.4822105263157894,16040.0,United Kingdom,2011-03-16 09:58:00,Very Large
546688,175.3,46,7,3.8108695652173914,16497.0,United Kingdom,2011-03-16 10:17:00,Large
546689,680.4,230,13,2.9582608695652173,16985.0,United Kingdom,2011-03-16 10:24:00,Very Large
546690,148.5,18,3,8.25,16985.0,United Kingdom,2011-03-16 10:25:00,Medium
546691,306.64,192,3,1.5970833333333332,15793.0,United Kingdom,2011-03-16 10:45:00,Very Large
546724,6.7,4,4,1.675,12845.0,United Kingdom,2011-03-16 11:02:00,Small
546728,290.0,2,1,145.0,13983.0,United Kingdom,2011-03-16 11:09:00,Small
546729,233.75,99,12,2.361111111111111,18231.0,United Kingdom,2011-03-16 11:36:00,Very Large
546731,912.8100000000001,435,26,2.0984137931034486,13089.0,United Kingdom,2011-03-16 11:39:00,Very Large
546732,139.35000000000002,104,19,1.3399038461538464,14606.0,United Kingdom,2011-03-16 11:41:00,Very Large
546733,705.6,336,3,2.1,16029.0,United Kingdom,2011-03-16 11:47:00,Very Large
546734,705.6,336,3,2.1,16029.0,United Kingdom,2011-03-16 11:49:00,Very Large
546736,414.72,576,1,0.7200000000000001,16013.0,United Kingdom,2011-03-16 11:52:00,Very Large
546737,439.03000000000003,285,29,1.5404561403508772,13358.0,United Kingdom,2011-03-16 11:52:00,Very Large
546738,853.08,1208,11,0.7061920529801324,16422.0,United Kingdom,2011-03-16 11:57:00,Very Large
546739,3018.34,2374,42,1.2714153327716935,17511.0,United Kingdom,2011-03-16 12:12:00,Very Large
546741,99.0,20,1,4.95,13261.0,United Kingdom,2011-03-16 12:22:00,Medium
546742,651.21,471,32,1.382611464968153,12849.0,United Kingdom,2011-03-16 12:26:00,Very Large
546748,370.48,144,16,2.572777777777778,15182.0,United Kingdom,2011-03-16 12:42:00,Very Large
546749,328.6,44,3,7.468181818181819,14543.0,United Kingdom,2011-03-16 12:43:00,Large
546750,15.0,12,1,1.25,14543.0,United Kingdom,2011-03-16 12:44:00,Medium
546751,311.66,167,26,1.8662275449101797,13668.0,United Kingdom,2011-03-16 12:45:00,Very Large
546752,142.5,30,5,4.75,13299.0,United Kingdom,2011-03-16 12:55:00,Large
546753,309.46,298,48,1.038456375838926,16383.0,United Kingdom,2011-03-16 13:00:00,Very Large
546754,384.0,960,3,0.4,13027.0,United Kingdom,2011-03-16 13:13:00,Very Large
546755,702.8,175,31,4.016,12502.0,Spain,2011-03-16 13:29:00,Very Large
546757,282.3,162,7,1.7425925925925927,15381.0,United Kingdom,2011-03-16 13:44:00,Very Large
546759,300.7,50,11,6.013999999999999,12712.0,Germany,2011-03-16 13:58:00,Large
546760,516.15,230,30,2.2441304347826088,12597.0,Spain,2011-03-16 14:00:00,Very Large
546761,432.2,84,7,5.145238095238095,17858.0,United Kingdom,2011-03-16 14:02:00,Very Large
546762,28.18,22,9,1.280909090909091,17961.0,United Kingdom,2011-03-16 14:12:00,Large
546763,112.85,37,16,3.05,,United Kingdom,2011-03-16 14:24:00,Large
546764,300.98,164,17,1.8352439024390246,15671.0,United Kingdom,2011-03-16 14:31:00,Very Large
546765,147.70999999999998,98,8,1.5072448979591835,12437.0,France,2011-03-16 14:37:00,Very Large
546766,52.8,24,3,2.1999999999999997,12971.0,United Kingdom,2011-03-16 14:49:00,Large
546767,77.16,84,5,0.9185714285714285,12971.0,United Kingdom,2011-03-16 14:51:00,Very Large
546768,584.76,100,6,5.8476,15694.0,United Kingdom,2011-03-16 14:54:00,Very Large
546769,859.01,523,44,1.6424665391969406,17504.0,United Kingdom,2011-03-16 14:57:00,Very Large
546770,115.09,62,8,1.8562903225806453,12523.0,France,2011-03-16 15:17:00,Very Large
546771,200.7,59,26,3.4016949152542373,17515.0,United Kingdom,2011-03-16 15:19:00,Very Large
546772,152.76,156,3,0.9792307692307691,15030.0,United Kingdom,2011-03-16 15:34:00,Very Large
546774,560.74,303,92,1.8506270627062706,14505.0,United Kingdom,2011-03-16 15:45:00,Very Large
546775,152.64,144,1,1.0599999999999998,17306.0,United Kingdom,2011-03-16 15:58:00,Very Large
546776,138.88,56,8,2.48,17460.0,United Kingdom,2011-03-16 16:08:00,Very Large
546778,625.85,251,45,2.493426294820717,14572.0,United Kingdom,2011-03-16 16:38:00,Very Large
546779,14.850000000000001,3,2,4.95,,United Kingdom,2011-03-16 17:19:00,Small
546780,3978.9900000000002,879,19,4.526723549488055,12435.0,Denmark,2011-03-17 07:40:00,Very Large
546781,473.82,404,23,1.1728217821782179,12955.0,United Kingdom,2011-03-17 09:03:00,Very Large
546782,232.4,72,12,3.227777777777778,15291.0,United Kingdom,2011-03-17 09:13:00,Very Large
546784,633.1,352,40,1.7985795454545455,18189.0,United Kingdom,2011-03-17 09:49:00,Very Large
546785,302.52,100,5,3.0252,15189.0,United Kingdom,2011-03-17 09:56:00,Very Large
546786,239.0,160,12,1.49375,16523.0,United Kingdom,2011-03-17 09:57:00,Very Large
546787,398.98,206,12,1.9367961165048544,14035.0,United Kingdom,2011-03-17 10:01:00,Very Large
546788,209.85,95,4,2.2089473684210525,13946.0,United Kingdom,2011-03-17 10:02:00,Very Large
546789,10065.0,6100,9,1.65,15769.0,United Kingdom,2011-03-17 10:17:00,Very Large
546790,136.57,90,14,1.5174444444444444,14713.0,United Kingdom,2011-03-17 10:26:00,Very Large
546791,665.46,435,42,1.529793103448276,17716.0,United Kingdom,2011-03-17 10:38:00,Very Large
546827,622.5,150,1,4.15,15301.0,United Kingdom,2011-03-17 10:52:00,Very Large
546828,71.4,12,1,5.95,13185.0,United Kingdom,2011-03-17 11:56:00,Medium
546829,62.85,31,4,2.0274193548387096,14840.0,United Kingdom,2011-03-17 12:00:00,Large
546830,449.87,345,14,1.3039710144927537,16839.0,United Kingdom,2011-03-17 12:10:00,Very Large
546831,606.84,388,8,1.5640206185567012,13199.0,United Kingdom,2011-03-17 12:15:00,Very Large
546832,333.74,297,5,1.1237037037037036,13216.0,United Kingdom,2011-03-17 12:18:00,Very Large
546837,372.12,134,19,2.7770149253731344,13650.0,United Kingdom,2011-03-17 12:37:00,Very Large
546843,592.1800000000001,368,26,1.6091847826086958,12472.0,Germany,2011-03-17 12:40:00,Very Large
546846,126.78999999999999,94,39,1.3488297872340425,13533.0,United Kingdom,2011-03-17 12:47:00,Very Large
546847,437.40000000000003,164,2,2.6670731707317077,12989.0,United Kingdom,2011-03-17 12:51:00,Very Large
546848,18.15,11,3,1.65,13533.0,United Kingdom,2011-03-17 12:53:00,Medium
546849,88.6,33,23,2.6848484848484846,13623.0,United Kingdom,2011-03-17 13:13:00,Large
546850,648.53,911,95,0.7118880351262349,13268.0,United Kingdom,2011-03-17 13:20:00,Very Large
546851,771.02,395,35,1.9519493670886074,12480.0,Germany,2011-03-17 13:23:00,Very Large
546852,111.96000000000001,36,2,3.1100000000000003,13104.0,United Kingdom,2011-03-17 13:27:00,Large
546853,73.5,35,1,2.1,12845.0,United Kingdom,2011-03-17 13:34:00,Large
546855,218.83,127,30,1.7230708661417324,18168.0,United Kingdom,2011-03-17 13:58:00,Very Large
546856,372.64,416,30,0.8957692307692308,15433.0,United Kingdom,2011-03-17 14:12:00,Very Large
546857,217.43,192,16,1.1324479166666668,12937.0,United Kingdom,2011-03-17 14:19:00,Very Large
546860,316.82,286,6,1.1077622377622378,18198.0,United Kingdom,2011-03-17 14:47:00,Very Large
546861,381.78,417,25,0.9155395683453237,14911.0,EIRE,2011-03-17 15:03:00,Very Large
546862,914.9300000000001,254,37,3.6020866141732286,16216.0,United Kingdom,2011-03-17 15:34:00,Very Large
546863,676.2,1500,5,0.45080000000000003,16377.0,United Kingdom,2011-03-17 15:41:00,Very Large
546866,218.54000000000002,110,29,1.986727272727273,14462.0,United Kingdom,2011-03-17 15:47:00,Very Large
546869,120.33000000000001,63,7,1.9100000000000001,12352.0,Norway,2011-03-17 16:00:00,Very Large
546871,300.0,150,22,2.0,16746.0,United Kingdom,2011-03-17 16:10:00,Very Large
546872,16.0,4,2,4.0,14462.0,United Kingdom,2011-03-17 16:11:00,Small
546873,326.04,252,11,1.293809523809524,17591.0,United Kingdom,2011-03-17 16:23:00,Very Large
546874,251.51999999999998,88,2,2.858181818181818,16976.0,United Kingdom,2011-03-17 16:33:00,Very Large
546875,1017.6800000000001,440,51,2.3129090909090912,12514.0,Italy,2011-03-17 16:38:00,Very Large
546876,0.84,2,2,0.42,,United Kingdom,2011-03-17 16:45:00,Small
546877,142.4,62,5,2.296774193548387,18210.0,United Kingdom,2011-03-17 16:58:00,Very Large
546878,80.0,20,1,4.0,13631.0,United Kingdom,2011-03-17 17:13:00,Medium
546882,401.31,175,21,2.2932,14422.0,United Kingdom,2011-03-17 17:26:00,Very Large
546883,223.0,120,16,1.8583333333333334,13707.0,United Kingdom,2011-03-17 18:03:00,Very Large
546884,1546.93,372,180,4.1584139784946235,,United Kingdom,2011-03-17 18:08:00,Very Large
546888,1273.8899999999999,290,168,4.392724137931034,,United Kingdom,2011-03-17 18:15:00,Very Large
546890,320.42,214,21,1.4972897196261683,13394.0,United Kingdom,2011-03-17 18:18:00,Very Large
546891,1464.43,385,177,3.803714285714286,,United Kingdom,2011-03-17 18:18:00,Very Large
546892,1191.71,274,153,4.3493065693430655,,United Kingdom,2011-03-17 18:20:00,Very Large
546896,2398.2,627,298,3.8248803827751194,,United Kingdom,2011-03-17 18:24:00,Very Large
546898,8.8,4,4,2.2,17961.0,United Kingdom,2011-03-17 18:27:00,Small
546899,946.2,720,21,1.3141666666666667,14298.0,United Kingdom,2011-03-17 18:27:00,Very Large
546900,25.200000000000003,12,1,2.1,14298.0,United Kingdom,2011-03-17 18:28:00,Medium
546902,33.2,8,1,4.15,14298.0,United Kingdom,2011-03-17 18:30:00,Medium
546908,299.0,88,11,3.397727272727273,15648.0,United Kingdom,2011-03-17 18:59:00,Very Large
546909,220.6,207,21,1.0657004830917873,14056.0,United Kingdom,2011-03-17 19:01:00,Very Large
546910,145.55,69,28,2.1094202898550725,13969.0,United Kingdom,2011-03-17 19:46:00,Very Large
546911,337.71000000000004,173,18,1.9520809248554916,17725.0,United Kingdom,2011-03-17 19:47:00,Very Large
546912,467.95,315,64,1.4855555555555555,15861.0,United Kingdom,2011-03-17 20:12:00,Very Large
546913,248.29,240,49,1.0345416666666667,15861.0,United Kingdom,2011-03-17 20:18:00,Very Large
546914,177.15,69,7,2.5673913043478263,13072.0,United Kingdom,2011-03-18 08:12:00,Very Large
546915,359.73,197,19,1.826040609137056,15695.0,United Kingdom,2011-03-18 08:31:00,Very Large
546916,50.25000000000001,15,3,3.3500000000000005,15695.0,United Kingdom,2011-03-18 08:32:00,Medium
546917,743.71,265,44,2.8064528301886793,14911.0,EIRE,2011-03-18 09:17:00,Very Large
546918,309.4,52,4,5.949999999999999,15854.0,United Kingdom,2011-03-18 09:19:00,Very Large
546919,241.44,169,3,1.428639053254438,12500.0,Germany,2011-03-18 09:55:00,Very Large
546920,845.3199999999999,296,18,2.8558108108108105,12471.0,Germany,2011-03-18 09:55:00,Very Large
546921,33.0,12,2,2.75,12471.0,Germany,2011-03-18 09:57:00,Medium
546922,904.26,388,32,2.330567010309278,14110.0,United Kingdom,2011-03-18 09:59:00,Very Large
546923,166.8,24,1,6.95,16716.0,United Kingdom,2011-03-18 10:03:00,Large
546924,183.6,128,8,1.434375,14059.0,United Kingdom,2011-03-18 10:06:00,Very Large
546925,464.7,225,5,2.0653333333333332,12647.0,Germany,2011-03-18 10:09:00,Very Large
546926,108.5,150,2,0.7233333333333334,17857.0,United Kingdom,2011-03-18 10:11:00,Very Large
546927,1175.44,472,21,2.4903389830508478,16672.0,United Kingdom,2011-03-18 10:15:00,Very Large
546928,326.5,196,14,1.6658163265306123,17685.0,United Kingdom,2011-03-18 10:16:00,Very Large
546929,555.3,126,6,4.407142857142857,13090.0,United Kingdom,2011-03-18 10:34:00,Very Large
546944,567.44,98,22,5.790204081632654,14701.0,United Kingdom,2011-03-18 11:13:00,Very Large
546949,43.25,22,13,1.9659090909090908,,United Kingdom,2011-03-18 11:22:00,Large
546950,328.35,114,53,2.880263157894737,16511.0,United Kingdom,2011-03-18 11:24:00,Very Large
546951,343.49,277,49,1.2400361010830325,17673.0,United Kingdom,2011-03-18 11:30:00,Very Large
546957,51.45,10,9,5.1450000000000005,,United Kingdom,2011-03-18 11:32:00,Medium
546963,302.6,203,16,1.49064039408867,16779.0,United Kingdom,2011-03-18 11:39:00,Very Large
546972,1750.62,367,79,4.770081743869209,,United Kingdom,2011-03-18 12:04:00,Very Large
546973,461.52,61,36,7.565901639344262,,United Kingdom,2011-03-18 12:07:00,Very Large
546974,404.64,58,35,6.976551724137931,,United Kingdom,2011-03-18 12:08:00,Very Large
546976,651.1800000000001,80,45,8.139750000000001,,United Kingdom,2011-03-18 12:08:00,Very Large
546977,895.2,119,65,7.522689075630253,,United Kingdom,2011-03-18 12:08:00,Very Large
546979,752.4300000000001,581,13,1.2950602409638556,16256.0,United Kingdom,2011-03-18 12:18:00,Very Large
546980,462.2,128,23,3.6109375,13591.0,United Kingdom,2011-03-18 12:18:00,Very Large
546981,152.55,45,7,3.39,14066.0,United Kingdom,2011-03-18 12:21:00,Large
546982,110.95,143,48,0.7758741258741259,15483.0,United Kingdom,2011-03-18 12:26:00,Very Large
546983,795.75,359,47,2.216573816155989,16626.0,United Kingdom,2011-03-18 12:27:00,Very Large
546984,252.81,150,64,1.6854,15019.0,United Kingdom,2011-03-18 12:35:00,Very Large
546985,111.95,41,5,2.7304878048780488,18270.0,United Kingdom,2011-03-18 12:41:00,Large
546986,780.35,535,46,1.4585981308411216,14194.0,United Kingdom,2011-03-18 12:55:00,Very Large
546988,282.12,118,18,2.390847457627119,14194.0,United Kingdom,2011-03-18 12:57:00,Very Large
546990,530.4,256,27,2.071875,14315.0,United Kingdom,2011-03-18 12:59:00,Very Large
546991,167.43,224,22,0.7474553571428572,12748.0,United Kingdom,2011-03-18 13:08:00,Very Large
546992,4666.4400000000005,3004,16,1.5534087882822905,16684.0,United Kingdom,2011-03-18 13:18:00,Very Large
546993,278.07,137,43,2.02970802919708,17921.0,United Kingdom,2011-03-18 13:19:00,Very Large
546994,152.64,144,1,1.0599999999999998,16684.0,United Kingdom,2011-03-18 13:20:00,Very Large
546995,141.41,94,21,1.5043617021276596,14041.0,United Kingdom,2011-03-18 13:25:00,Very Large
546996,234.24,216,5,1.0844444444444445,17060.0,United Kingdom,2011-03-18 13:27:00,Very Large
546998,177.84,52,24,3.42,16023.0,United Kingdom,2011-03-18 13:32:00,Very Large
546999,683.4200000000001,266,6,2.569248120300752,17133.0,United Kingdom,2011-03-18 13:47:00,Very Large
547000,323.3,279,21,1.1587813620071685,14282.0,United Kingdom,2011-03-18 13:51:00,Very Large
547001,357.12,312,3,1.1446153846153846,16656.0,United Kingdom,2011-03-18 13:52:00,Very Large
547002,315.18,212,19,1.4866981132075472,12878.0,United Kingdom,2011-03-18 14:02:00,Very Large
547003,118.75,25,6,4.75,14155.0,United Kingdom,2011-03-18 14:13:00,Large
547004,321.75,117,17,2.75,17419.0,United Kingdom,2011-03-18 14:14:00,Very Large
547005,806.47,550,48,1.466309090909091,12474.0,Germany,2011-03-18 14:20:00,Very Large
547006,10.15,3,3,3.3833333333333333,,United Kingdom,2011-03-18 14:22:00,Small
547007,1.25,1,1,1.25,,United Kingdom,2011-03-18 14:38:00,Small
547009,1.25,1,1,1.25,,United Kingdom,2011-03-18 14:40:00,Small
547017,113.35,24,7,4.722916666666666,13468.0,United Kingdom,2011-03-18 14:51:00,Large
547018,174.6,162,12,1.0777777777777777,17043.0,United Kingdom,2011-03-18 14:53:00,Very Large
547019,115.78,71,22,1.6307042253521127,17841.0,United Kingdom,2011-03-18 14:54:00,Very Large
547020,368.36,287,16,1.2834843205574913,17017.0,United Kingdom,2011-03-18 15:42:00,Very Large
547021,197.72,76,14,2.601578947368421,13046.0,United Kingdom,2011-03-18 15:43:00,Very Large
547022,22.240000000000002,16,5,1.3900000000000001,17961.0,United Kingdom,2011-03-18 15:44:00,Medium
547023,833.1,1014,8,0.8215976331360947,16422.0,United Kingdom,2011-03-18 15:54:00,Very Large
547025,3.75,1,1,3.75,,United Kingdom,2011-03-18 16:50:00,Small
547026,344.90000000000003,96,20,3.592708333333334,14633.0,United Kingdom,2011-03-18 17:07:00,Very Large
547028,422.3,135,22,3.1281481481481483,13593.0,United Kingdom,2011-03-20 10:13:00,Very Large
547029,405.0,42,7,9.642857142857142,15465.0,United Kingdom,2011-03-20 10:17:00,Large
547030,371.8,168,25,2.2130952380952382,12948.0,United Kingdom,2011-03-20 10:17:00,Very Large
547032,662.62,246,3,2.6935772357723575,13798.0,United Kingdom,2011-03-20 10:24:00,Very Large
547033,168.7,76,7,2.219736842105263,15898.0,United Kingdom,2011-03-20 10:28:00,Very Large
547034,361.4,52,8,6.949999999999999,18229.0,United Kingdom,2011-03-20 10:30:00,Very Large
547035,282.28000000000003,208,18,1.3571153846153847,13911.0,United Kingdom,2011-03-20 10:33:00,Very Large
547036,380.4,264,11,1.440909090909091,17017.0,United Kingdom,2011-03-20 10:35:00,Very Large
547037,1224.6,3620,4,0.33828729281767955,14101.0,United Kingdom,2011-03-20 10:37:00,Very Large
547038,211.5,66,5,3.2045454545454546,15703.0,United Kingdom,2011-03-20 10:51:00,Very Large
547039,96.6,10,2,9.66,14560.0,United Kingdom,2011-03-20 10:51:00,Medium
547040,62.7,42,2,1.4928571428571429,15938.0,United Kingdom,2011-03-20 10:53:00,Large
547041,300.0,195,5,1.5384615384615385,13777.0,United Kingdom,2011-03-20 10:56:00,Very Large
547042,1880.11,461,224,4.078329718004338,,United Kingdom,2011-03-20 11:00:00,Very Large
547044,225.4,200,20,1.127,14071.0,United Kingdom,2011-03-20 11:33:00,Very Large
547045,585.12,200,2,2.9256,17856.0,United Kingdom,2011-03-20 11:37:00,Very Large
547046,146.87,137,10,1.072043795620438,13725.0,United Kingdom,2011-03-20 11:43:00,Very Large
547047,982.08,184,6,5.337391304347826,14258.0,United Kingdom,2011-03-20 11:46:00,Very Large
547048,197.8,73,11,2.7095890410958905,14911.0,EIRE,2011-03-20 11:52:00,Very Large
547049,318.7,76,19,4.193421052631579,17134.0,United Kingdom,2011-03-20 11:56:00,Very Large
547050,155.69,155,15,1.0044516129032257,17795.0,United Kingdom,2011-03-20 12:02:00,Very Large
547051,138.68,66,10,2.1012121212121215,12902.0,United Kingdom,2011-03-20 12:06:00,Very Large
547052,171.75,64,21,2.68359375,18225.0,United Kingdom,2011-03-20 12:07:00,Very Large
547053,499.84000000000003,244,11,2.0485245901639346,13001.0,United Kingdom,2011-03-20 12:08:00,Very Large
547055,119.08,73,24,1.6312328767123287,16444.0,United Kingdom,2011-03-20 12:14:00,Very Large
547056,87.8,44,3,1.9954545454545454,16402.0,United Kingdom,2011-03-20 12:25:00,Large
547057,130.05,63,6,2.0642857142857145,14217.0,United Kingdom,2011-03-20 12:28:00,Very Large
547058,693.1800000000001,568,47,1.220387323943662,14232.0,United Kingdom,2011-03-20 12:44:00,Very Large
547059,172.9,34,8,5.085294117647059,14693.0,United Kingdom,2011-03-20 12:50:00,Large
547060,135.44,116,21,1.1675862068965517,17954.0,United Kingdom,2011-03-20 12:57:00,Very Large
547061,226.29999999999998,215,15,1.0525581395348838,12407.0,Belgium,2011-03-20 13:21:00,Very Large
547062,224.49,160,65,1.4030625,16728.0,United Kingdom,2011-03-20 13:28:00,Very Large
547063,2309.15,1610,271,1.4342546583850933,14769.0,United Kingdom,2011-03-20 13:33:00,Very Large
547064,320.62,155,12,2.068516129032258,16096.0,United Kingdom,2011-03-20 13:38:00,Very Large
547065,185.85,83,11,2.239156626506024,17068.0,United Kingdom,2011-03-20 13:38:00,Very Large
547066,562.63,429,30,1.3114918414918415,12921.0,United Kingdom,2011-03-20 13:41:00,Very Large
547067,501.24,324,10,1.547037037037037,12921.0,United Kingdom,2011-03-20 13:43:00,Very Large
547068,393.0,190,20,2.068421052631579,13985.0,United Kingdom,2011-03-20 13:48:00,Very Large
547069,238.24,256,57,0.930625,16710.0,United Kingdom,2011-03-20 13:52:00,Very Large
547070,200.53,129,46,1.5544961240310078,16115.0,United Kingdom,2011-03-20 13:58:00,Very Large
547071,239.85,89,11,2.694943820224719,12693.0,Germany,2011-03-20 13:59:00,Very Large
547072,76.72,30,6,2.5573333333333332,13592.0,United Kingdom,2011-03-20 14:01:00,Large
547073,345.82000000000005,168,30,2.058452380952381,17211.0,United Kingdom,2011-03-20 14:23:00,Very Large
547074,176.34,118,11,1.494406779661017,13102.0,United Kingdom,2011-03-20 14:35:00,Very Large
547075,986.75,371,31,2.6597035040431267,15288.0,United Kingdom,2011-03-20 14:35:00,Very Large
547076,446.15,283,17,1.5765017667844523,15140.0,United Kingdom,2011-03-20 14:37:00,Very Large
547077,93.4,52,4,1.7961538461538462,12843.0,United Kingdom,2011-03-20 14:38:00,Very Large
547078,350.8,188,9,1.8659574468085107,14408.0,United Kingdom,2011-03-20 14:41:00,Very Large
547079,267.18,106,34,2.520566037735849,15408.0,United Kingdom,2011-03-20 15:02:00,Very Large
547080,113.5,58,5,1.956896551724138,15445.0,United Kingdom,2011-03-20 15:06:00,Very Large
547081,222.9,126,14,1.7690476190476192,14205.0,United Kingdom,2011-03-20 15:07:00,Very Large
547082,27.65,5,5,5.529999999999999,,United Kingdom,2011-03-20 15:15:00,Small
547083,237.0,134,36,1.7686567164179106,15452.0,United Kingdom,2011-03-20 15:21:00,Very Large
547084,94.65,39,4,2.426923076923077,17690.0,United Kingdom,2011-03-20 15:24:00,Large
547085,124.08000000000001,25,3,4.9632000000000005,12600.0,Germany,2011-03-20 15:41:00,Large
547086,409.2,63,10,6.495238095238095,12428.0,Finland,2011-03-20 15:46:00,Very Large
547087,316.02,423,15,0.7470921985815603,12726.0,France,2011-03-20 15:58:00,Very Large
