Customer ID,Total_Orders,Total_Revenue,Total_Units,Unique_Products,Recency_Days,Customer_Lifetime_Days,Average_Order_Value,Average_Units_Per_Order,Average_Products_Per_Order,Orders_Per_Month,Revenue_Segment,Activity_Segment
13461.0,3,1445.0,1170,14,39,124,481.6666666666667,390.0,4.666666666666667,0.5844155844155844,High,Recently Inactive
13462.0,1,151.5,62,9,253,0,151.5,62.0,9.0,1.0,Low,Inactive
13464.0,1,674.68,403,41,58,0,674.68,403.0,41.0,1.0,High,Recently Inactive
13466.0,1,307.90000000000003,259,17,184,0,307.90000000000003,259.0,17.0,1.0,Medium,Inactive
13467.0,2,1071.91,580,89,11,25,535.955,290.0,44.5,1.0909090909090908,High,Active
13468.0,37,5704.97,2589,184,2,371,154.1883783783784,69.97297297297297,4.972972972972973,2.7680798004987532,Very High,Active
13470.0,2,165.0,100,7,99,15,82.5,50.0,3.5,1.3333333333333333,Low,At Risk
13471.0,4,2501.84,1583,214,1,46,625.46,395.75,53.5,1.5789473684210527,Very High,Active
13473.0,2,422.64,266,21,61,272,211.32,133.0,10.5,0.19867549668874174,Medium,Recently Inactive
13474.0,1,226.84,129,59,236,0,226.84,129.0,59.0,1.0,Low,Inactive
13475.0,4,1431.78,1012,64,191,107,357.945,253.0,16.0,0.8759124087591241,High,Inactive
13476.0,2,1238.47,417,56,179,102,619.235,208.5,28.0,0.45454545454545453,High,At Risk
13477.0,6,1454.58,1021,57,38,253,242.42999999999998,170.16666666666666,9.5,0.6360424028268551,High,Recently Inactive
13479.0,2,300.95,134,14,201,33,150.475,67.0,7.0,0.9523809523809523,Low,Inactive
13481.0,5,1804.56,1142,98,46,211,360.912,228.4,19.6,0.6224066390041494,Very High,Recently Inactive
13482.0,1,184.64000000000001,116,11,232,0,184.64000000000001,116.0,11.0,1.0,Low,Inactive
13483.0,1,140.34,160,10,66,0,140.34,160.0,10.0,1.0,Low,Recently Inactive
13484.0,1,313.8,44,8,241,0,313.8,44.0,8.0,1.0,Medium,Inactive
13485.0,1,454.24,277,23,233,0,454.24,277.0,23.0,1.0,Medium,Inactive
13486.0,3,1122.41,669,69,78,76,374.1366666666667,223.0,23.0,0.8490566037735849,High,Recently Inactive
13487.0,3,575.4,265,26,58,295,191.79999999999998,88.33333333333333,8.666666666666666,0.2769230769230769,Medium,Recently Inactive
13488.0,13,8968.31,4518,271,17,350,689.87,347.53846153846155,20.846153846153847,1.0263157894736843,Very High,Active
13489.0,4,449.52,560,11,105,189,112.38,140.0,2.75,0.547945205479452,Medium,At Risk
13491.0,10,1215.82,903,73,52,320,121.582,90.3,7.3,0.8571428571428572,High,Recently Inactive
13492.0,3,1269.84,408,38,136,78,423.28,136.0,12.666666666666666,0.8333333333333333,High,At Risk
13493.0,2,618.63,380,6,275,11,309.315,190.0,3.0,1.4634146341463414,Medium,Inactive
13494.0,1,316.26000000000005,162,18,312,0,316.26000000000005,162.0,18.0,1.0,Medium,Inactive
13495.0,5,2044.8700000000001,829,34,8,360,408.97400000000005,165.8,6.8,0.38461538461538464,Very High,Active
13496.0,2,653.33,341,28,11,349,326.665,170.5,14.0,0.158311345646438,Medium,Active
13497.0,2,348.05,163,19,283,85,174.025,81.5,9.5,0.5217391304347826,Medium,Inactive
13499.0,5,1159.1100000000001,1365,31,18,252,231.82200000000003,273.0,6.2,0.5319148936170213,High,Active
13500.0,3,1166.77,609,60,23,99,388.92333333333335,203.0,20.0,0.6976744186046512,High,Active
13501.0,1,1340.32,560,52,288,0,1340.32,560.0,52.0,1.0,High,Inactive
13502.0,3,292.0,264,17,17,307,97.33333333333333,88.0,5.666666666666667,0.26706231454005935,Low,Active
13503.0,1,216.85,248,17,71,0,216.85,248.0,17.0,1.0,Low,Recently Inactive
13504.0,1,295.93,178,22,64,0,295.93,178.0,22.0,1.0,Low,Recently Inactive
13505.0,4,4393.63,2486,182,73,159,1098.4075,621.5,45.5,0.6349206349206349,Very High,Recently Inactive
13506.0,2,458.52,324,26,316,53,229.26,162.0,13.0,0.7228915662650602,Medium,Inactive
13507.0,4,2479.16,1597,146,3,142,619.79,399.25,36.5,0.6976744186046512,Very High,Active
13508.0,1,110.97,24,12,244,0,110.97,24.0,12.0,1.0,Low,Inactive
13509.0,7,979.72,1106,27,9,275,139.96,158.0,3.857142857142857,0.6885245901639344,High,Active
13510.0,4,1791.56,1386,86,1,182,447.89,346.5,21.5,0.5660377358490566,Very High,Active
13512.0,1,251.21,143,15,261,0,251.21,143.0,15.0,1.0,Low,Inactive
13513.0,1,205.1,109,10,127,0,205.1,109.0,10.0,1.0,Low,At Risk
13514.0,1,152.20000000000002,40,4,74,0,152.20000000000002,40.0,4.0,1.0,Low,Recently Inactive
13515.0,4,891.12,681,50,73,175,222.78,170.25,12.5,0.5853658536585367,High,Recently Inactive
13516.0,3,1389.41,985,43,21,217,463.1366666666667,328.3333333333333,14.333333333333334,0.36437246963562747,High,Active
13517.0,3,2128.42,1369,125,60,120,709.4733333333334,456.3333333333333,41.666666666666664,0.6,Very High,Recently Inactive
13518.0,1,627.16,382,36,86,0,627.16,382.0,36.0,1.0,Medium,Recently Inactive
13519.0,1,122.75,23,8,78,0,122.75,23.0,8.0,1.0,Low,Recently Inactive
13520.0,6,3624.35,1649,49,59,312,604.0583333333333,274.8333333333333,8.166666666666666,0.5263157894736842,Very High,Recently Inactive
13521.0,3,1070.47,715,312,1,8,356.8233333333333,238.33333333333334,104.0,2.368421052631579,High,Active
13522.0,1,125.80000000000001,44,5,30,0,125.80000000000001,44.0,5.0,1.0,Low,Active
13523.0,5,3964.88,1752,157,33,333,792.976,350.4,31.4,0.4132231404958678,Very High,Recently Inactive
13524.0,5,680.1800000000001,324,17,41,179,136.036,64.8,3.4,0.7177033492822966,High,Recently Inactive
13525.0,2,628.78,394,5,15,233,314.39,197.0,2.5,0.2281368821292776,Medium,Active
13527.0,7,2242.36,1683,153,34,293,320.33714285714285,240.42857142857142,21.857142857142858,0.6501547987616099,Very High,Recently Inactive
13529.0,2,307.76,74,15,79,125,153.88,37.0,7.5,0.3870967741935484,Medium,Recently Inactive
13531.0,2,483.8,174,17,205,161,241.9,87.0,8.5,0.31413612565445026,Medium,Inactive
13532.0,1,210.31,129,66,34,0,210.31,129.0,66.0,1.0,Low,Recently Inactive
13533.0,3,269.09,202,61,183,84,89.69666666666666,67.33333333333333,20.333333333333332,0.7894736842105263,Low,Inactive
13534.0,25,5870.08,2961,119,2,355,234.8032,118.44,4.76,1.948051948051948,Very High,Active
13536.0,7,3444.39,2126,91,1,74,492.05571428571426,303.7142857142857,13.0,2.019230769230769,Very High,Active
13538.0,7,1280.85,175,10,43,272,182.97857142857143,25.0,1.4285714285714286,0.695364238410596,High,Recently Inactive
13539.0,3,631.34,320,35,86,223,210.4466666666667,106.66666666666667,11.666666666666666,0.3557312252964427,Medium,Recently Inactive
13544.0,2,276.06,112,76,40,200,138.03,56.0,38.0,0.2608695652173913,Low,Recently Inactive
13546.0,3,621.09,357,72,12,188,207.03,119.0,24.0,0.41284403669724773,Medium,Active
13548.0,2,678.16,436,114,96,147,339.08,218.0,57.0,0.3389830508474576,High,At Risk
13549.0,7,918.2,458,37,26,216,131.17142857142858,65.42857142857143,5.285714285714286,0.853658536585366,High,Active
13551.0,1,91.80000000000001,12,4,319,0,91.80000000000001,12.0,4.0,1.0,Low,Inactive
13552.0,12,3740.07,1417,82,66,249,311.6725,118.08333333333333,6.833333333333333,1.2903225806451613,Very High,Recently Inactive
13555.0,4,4098.88,2636,128,74,128,1024.72,659.0,32.0,0.759493670886076,Very High,Recently Inactive
13557.0,2,584.0600000000001,546,31,28,252,292.03000000000003,273.0,15.5,0.2127659574468085,Medium,Active
13558.0,4,594.52,338,123,6,62,148.63,84.5,30.75,1.3043478260869565,Medium,Active
13560.0,1,171.42000000000002,63,32,7,0,171.42000000000002,63.0,32.0,1.0,Low,Active
13561.0,1,141.85999999999999,83,14,216,0,141.85999999999999,83.0,14.0,1.0,Low,Inactive
13562.0,3,1799.3300000000002,757,50,82,163,599.7766666666668,252.33333333333334,16.666666666666668,0.46632124352331605,Very High,Recently Inactive
13563.0,2,777.53,209,49,84,55,388.765,104.5,24.5,0.7058823529411765,High,Recently Inactive
13564.0,2,1174.03,635,67,354,13,587.015,317.5,33.5,1.3953488372093024,High,Inactive
13565.0,2,240.22,172,35,19,315,120.11,86.0,17.5,0.17391304347826086,Low,Active
13566.0,2,856.84,567,134,41,41,428.42,283.5,67.0,0.8450704225352113,High,Recently Inactive
13568.0,1,187.05,66,41,173,0,187.05,66.0,41.0,1.0,Low,At Risk
13569.0,2,337.12,155,72,17,350,168.56,77.5,36.0,0.15789473684210528,Medium,Active
13570.0,1,239.49,161,27,243,0,239.49,161.0,27.0,1.0,Low,Inactive
13571.0,12,2088.94,1757,157,13,240,174.07833333333335,146.41666666666666,13.083333333333334,1.3333333333333333,Very High,Active
13572.0,1,1384.25,534,32,206,0,1384.25,534.0,32.0,1.0,High,Inactive
13573.0,2,290.25,302,24,50,202,145.125,151.0,12.0,0.25862068965517243,Low,Recently Inactive
13575.0,5,732.07,449,41,23,152,146.41400000000002,89.8,8.2,0.8241758241758242,High,Active
13576.0,18,6717.34,2646,78,10,362,373.18555555555554,147.0,4.333333333333333,1.3775510204081634,Very High,Active
13577.0,4,1687.6000000000001,791,61,25,216,421.90000000000003,197.75,15.25,0.48780487804878053,Very High,Active
13579.0,2,467.04,176,19,15,354,233.52,88.0,9.5,0.15625,Medium,Active
13581.0,1,118.0,30,10,309,0,118.0,30.0,10.0,1.0,Low,Inactive
13583.0,1,781.03,725,53,156,0,781.03,725.0,53.0,1.0,High,At Risk
13584.0,1,142.4,37,24,307,0,142.4,37.0,24.0,1.0,Low,Inactive
13587.0,1,712.4,180,8,64,0,712.4,180.0,8.0,1.0,High,Recently Inactive
13588.0,9,2478.95,2606,131,16,239,275.43888888888887,289.55555555555554,14.555555555555555,1.003717472118959,Very High,Active
13589.0,2,379.65,114,21,15,164,189.825,57.0,10.5,0.30927835051546393,Medium,Active
13590.0,6,1981.92,1848,70,11,291,330.32,308.0,11.666666666666666,0.5607476635514019,Very High,Active
13591.0,3,1117.13,485,56,65,202,372.3766666666667,161.66666666666666,18.666666666666668,0.3879310344827586,High,Recently Inactive
13592.0,4,247.95999999999998,84,15,36,228,61.989999999999995,21.0,3.75,0.46511627906976744,Low,Recently Inactive
13593.0,5,2011.88,719,77,108,227,402.37600000000003,143.8,15.4,0.5836575875486382,Very High,At Risk
13594.0,1,396.97,359,26,53,0,396.97,359.0,26.0,1.0,Medium,Recently Inactive
13596.0,2,664.11,384,133,6,7,332.055,192.0,66.5,1.6216216216216215,Medium,Active
13598.0,1,160.04,52,33,47,0,160.04,52.0,33.0,1.0,Low,Recently Inactive
13599.0,21,5149.92,3293,171,1,365,245.2342857142857,156.8095238095238,8.142857142857142,1.5949367088607596,Very High,Active
13600.0,1,219.52,324,19,312,0,219.52,324.0,19.0,1.0,Low,Inactive
13601.0,2,693.32,548,90,45,166,346.66,274.0,45.0,0.30612244897959184,High,Recently Inactive
13602.0,1,428.89,267,23,65,0,428.89,267.0,23.0,1.0,Medium,Recently Inactive
13603.0,1,164.34,164,27,26,0,164.34,164.0,27.0,1.0,Low,Active
13606.0,3,276.75,276,40,29,282,92.25,92.0,13.333333333333334,0.28846153846153844,Low,Active
13607.0,1,675.51,288,93,40,0,675.51,288.0,93.0,1.0,High,Recently Inactive
13610.0,7,1082.33,488,165,12,273,154.6185714285714,69.71428571428571,23.571428571428573,0.6930693069306931,High,Active
13611.0,3,1154.4,754,67,89,270,384.8,251.33333333333334,22.333333333333332,0.3,High,Recently Inactive
13614.0,4,1585.46,564,171,24,306,396.365,141.0,42.75,0.35714285714285715,High,Active
13615.0,1,417.69,189,23,319,0,417.69,189.0,23.0,1.0,Medium,Inactive
13617.0,3,544.18,300,31,40,140,181.39333333333332,100.0,10.333333333333334,0.5294117647058824,Medium,Recently Inactive
13618.0,1,177.34,246,13,174,0,177.34,246.0,13.0,1.0,Low,At Risk
13621.0,1,213.85,343,19,117,0,213.85,343.0,19.0,1.0,Low,At Risk
13623.0,5,727.74,286,75,31,266,145.548,57.2,15.0,0.5067567567567567,High,Recently Inactive
13626.0,1,257.23,209,19,253,0,257.23,209.0,19.0,1.0,Low,Inactive
13627.0,5,1638.47,1269,84,59,298,327.694,253.8,16.8,0.4573170731707317,High,Recently Inactive
13629.0,11,7792.36,4372,28,23,315,708.3963636363636,397.45454545454544,2.5454545454545454,0.9565217391304348,Very High,Active
13630.0,7,2031.78,1391,51,5,280,290.2542857142857,198.71428571428572,7.285714285714286,0.6774193548387096,Very High,Active
13631.0,11,3070.42,467,6,100,167,279.1290909090909,42.45454545454545,0.5454545454545454,1.6751269035532996,Very High,At Risk
13632.0,5,2118.93,1031,121,25,218,423.78599999999994,206.2,24.2,0.6048387096774194,Very High,Active
13634.0,5,1547.3600000000001,700,156,33,293,309.47200000000004,140.0,31.2,0.46439628482972134,High,Recently Inactive
13635.0,1,1071.03,677,62,68,0,1071.03,677.0,62.0,1.0,High,Recently Inactive
13636.0,5,949.12,592,57,37,248,189.824,118.4,11.4,0.539568345323741,High,Recently Inactive
13637.0,3,803.05,404,78,52,174,267.68333333333334,134.66666666666666,26.0,0.4411764705882353,High,Recently Inactive
13638.0,1,122.64,93,8,16,0,122.64,93.0,8.0,1.0,Low,Active
13639.0,1,1033.34,800,39,74,0,1033.34,800.0,39.0,1.0,High,Recently Inactive
13642.0,1,312.28,151,57,216,0,312.28,151.0,57.0,1.0,Medium,Inactive
13643.0,3,519.44,273,24,31,154,173.14666666666668,91.0,8.0,0.48913043478260865,Medium,Recently Inactive
13644.0,4,2624.26,2067,144,16,89,656.065,516.75,36.0,1.0084033613445378,Very High,Active
13645.0,1,252.1,158,5,120,0,252.1,158.0,5.0,1.0,Low,At Risk
13647.0,4,1648.1200000000001,887,65,10,225,412.03000000000003,221.75,16.25,0.47058823529411764,High,Active
13649.0,2,346.6,139,23,257,109,173.3,69.5,11.5,0.43165467625899284,Medium,Inactive
13650.0,6,1836.3400000000001,922,79,17,250,306.0566666666667,153.66666666666666,13.166666666666666,0.6428571428571428,Very High,Active
13651.0,2,94.2,33,6,35,4,47.1,16.5,3.0,1.7647058823529411,Low,Recently Inactive
13652.0,3,1095.08,578,48,46,322,365.02666666666664,192.66666666666666,16.0,0.2556818181818182,High,Recently Inactive
13654.0,6,2707.33,2182,157,43,230,451.22166666666664,363.6666666666667,26.166666666666668,0.6923076923076922,Very High,Recently Inactive
13655.0,2,932.97,605,52,114,127,466.485,302.5,26.0,0.38216560509554137,High,At Risk
13656.0,2,379.65,490,49,165,172,189.825,245.0,24.5,0.297029702970297,Medium,At Risk
13657.0,2,382.14,209,16,11,190,191.07,104.5,8.0,0.27272727272727276,Medium,Active
13658.0,5,2639.17,1019,91,10,194,527.8340000000001,203.8,18.2,0.6696428571428571,Very High,Active
13659.0,2,1563.0,882,92,206,115,781.5,441.0,46.0,0.4137931034482758,High,Inactive
13662.0,3,881.26,533,50,86,173,293.75333333333333,177.66666666666666,16.666666666666668,0.4433497536945813,High,Recently Inactive
13663.0,1,189.47,91,13,179,0,189.47,91.0,13.0,1.0,Low,At Risk
13666.0,3,84.65,41,12,60,227,28.21666666666667,13.666666666666666,4.0,0.3501945525291829,Low,Recently Inactive
13667.0,1,299.05,149,82,149,0,299.05,149.0,82.0,1.0,Low,At Risk
13668.0,21,6309.83,3722,284,3,359,300.46809523809526,177.23809523809524,13.523809523809524,1.6195372750642674,Very High,Active
13669.0,2,218.55,237,9,51,98,109.275,118.5,4.5,0.46875,Low,Recently Inactive
13670.0,1,349.7,282,25,75,0,349.7,282.0,25.0,1.0,Medium,Recently Inactive
13672.0,2,186.39000000000001,57,4,301,30,93.19500000000001,28.5,2.0,1.0,Low,Inactive
13673.0,2,387.44,114,47,19,13,193.72,57.0,23.5,1.3953488372093024,Medium,Active
13675.0,2,486.82000000000005,330,25,151,133,243.41000000000003,165.0,12.5,0.36809815950920244,Medium,At Risk
13678.0,1,232.6,924,16,152,0,232.6,924.0,16.0,1.0,Low,At Risk
13680.0,4,3719.12,1934,164,1,337,929.78,483.5,41.0,0.32697547683923706,Very High,Active
13681.0,4,827.83,360,37,18,137,206.9575,90.0,9.25,0.718562874251497,High,Active
13682.0,1,59.5,10,3,187,0,59.5,10.0,3.0,1.0,Low,Inactive
13684.0,1,65.13,38,29,286,0,65.13,38.0,29.0,1.0,Low,Inactive
13685.0,7,3119.44,5056,29,3,57,445.63428571428574,722.2857142857143,4.142857142857143,2.413793103448276,Very High,Active
13686.0,1,72.0,70,8,183,0,72.0,70.0,8.0,1.0,Low,Inactive
13689.0,1,910.0,512,6,63,0,910.0,512.0,6.0,1.0,High,Recently Inactive
13690.0,1,172.25,67,9,59,0,172.25,67.0,9.0,1.0,Low,Recently Inactive
13692.0,3,1488.32,1226,48,25,211,496.1066666666666,408.6666666666667,16.0,0.37344398340248963,High,Active
13694.0,50,65039.62,63312,366,4,369,1300.7924,1266.24,7.32,3.7593984962406015,Very High,Active
13695.0,15,2504.13,1603,46,31,228,166.942,106.86666666666666,3.066666666666667,1.744186046511628,Very High,Recently Inactive
13697.0,1,151.3,177,12,39,0,151.3,177.0,12.0,1.0,Low,Recently Inactive
13699.0,1,308.58000000000004,66,14,155,0,308.58000000000004,66.0,14.0,1.0,Medium,At Risk
13700.0,10,2248.63,2281,139,26,300,224.863,228.1,13.9,0.9090909090909091,Very High,Active
13703.0,1,99.5,10,1,318,0,99.5,10.0,1.0,1.0,Low,Inactive
13704.0,9,2308.06,1531,111,5,83,256.4511111111111,170.11111111111111,12.333333333333334,2.3893805309734515,Very High,Active
13705.0,3,711.86,363,25,8,366,237.28666666666666,121.0,8.333333333333334,0.2272727272727273,High,Active
13706.0,1,330.79,189,20,303,0,330.79,189.0,20.0,1.0,Medium,Inactive
13707.0,2,806.41,351,48,267,48,403.205,175.5,24.0,0.7692307692307692,High,Inactive
13708.0,1,283.33,300,48,271,0,283.33,300.0,48.0,1.0,Low,Inactive
13709.0,13,6307.650000000001,3508,244,4,311,485.2038461538462,269.84615384615387,18.76923076923077,1.1436950146627565,Very High,Active
13710.0,1,180.48,176,8,32,0,180.48,176.0,8.0,1.0,Low,Recently Inactive
13711.0,2,252.06,140,11,219,0,126.03,70.0,5.5,2.0,Low,Inactive
13712.0,1,228.84,352,10,247,0,228.84,352.0,10.0,1.0,Low,Inactive
13715.0,5,1077.39,562,89,281,91,215.478,112.4,17.8,1.2396694214876034,High,Inactive
13716.0,1,138.28,138,21,269,0,138.28,138.0,21.0,1.0,Low,Inactive
13717.0,6,1445.01,1959,92,32,266,240.835,326.5,15.333333333333334,0.6081081081081081,High,Recently Inactive
13718.0,2,306.55,173,9,246,49,153.275,86.5,4.5,0.759493670886076,Medium,Inactive
13719.0,5,1041.68,609,56,15,219,208.336,121.8,11.2,0.6024096385542168,High,Active
13720.0,4,799.9,501,42,117,138,199.975,125.25,10.5,0.7142857142857143,High,At Risk
13721.0,1,524.14,316,28,36,0,524.14,316.0,28.0,1.0,Medium,Recently Inactive
13722.0,3,2375.41,1401,75,132,151,791.8033333333333,467.0,25.0,0.4972375690607735,Very High,At Risk
13723.0,1,199.85000000000002,43,6,217,0,199.85000000000002,43.0,6.0,1.0,Low,Inactive
13725.0,8,1980.56,806,95,50,258,247.57,100.75,11.875,0.8333333333333334,Very High,Recently Inactive
13726.0,2,1079.66,1054,39,39,61,539.83,527.0,19.5,0.6593406593406593,High,Recently Inactive
13727.0,2,333.48,162,19,29,4,166.74,81.0,9.5,1.7647058823529411,Medium,Active
13728.0,6,1016.14,458,38,37,273,169.35666666666665,76.33333333333333,6.333333333333333,0.594059405940594,High,Recently Inactive
13730.0,2,752.6,488,38,136,25,376.3,244.0,19.0,1.0909090909090908,High,At Risk
13731.0,2,610.59,278,36,219,27,305.295,139.0,18.0,1.0526315789473684,Medium,Inactive
13732.0,1,491.86,498,33,28,0,491.86,498.0,33.0,1.0,Medium,Active
13735.0,4,2883.54,1128,158,25,209,720.885,282.0,39.5,0.502092050209205,Very High,Active
13736.0,2,729.8,496,166,5,255,364.9,248.0,83.0,0.21052631578947367,High,Active
13737.0,1,339.6,125,29,200,0,339.6,125.0,29.0,1.0,Medium,Inactive
13739.0,1,216.9,54,3,18,0,216.9,54.0,3.0,1.0,Low,Active
13740.0,1,350.75,425,23,241,0,350.75,425.0,23.0,1.0,Medium,Inactive
13741.0,3,668.4300000000001,218,34,72,145,222.81000000000003,72.66666666666667,11.333333333333334,0.5142857142857143,Medium,Recently Inactive
13742.0,12,3107.87,1115,200,17,303,258.9891666666667,92.91666666666667,16.666666666666668,1.0810810810810811,Very High,Active
13743.0,7,1341.6,1776,8,3,256,191.65714285714284,253.71428571428572,1.1428571428571428,0.7342657342657343,High,Active
13744.0,2,1080.52,1153,54,95,197,540.26,576.5,27.0,0.2643171806167401,High,At Risk
13745.0,1,300.04,496,25,162,0,300.04,496.0,25.0,1.0,Low,At Risk
13747.0,1,79.6,8,1,374,0,79.6,8.0,1.0,1.0,Low,Inactive
13748.0,5,948.25,439,24,96,278,189.65,87.8,4.8,0.48701298701298695,High,At Risk
13750.0,5,1647.26,516,20,54,283,329.452,103.2,4.0,0.4792332268370607,High,Recently Inactive
13751.0,1,296.25,152,9,288,0,296.25,152.0,9.0,1.0,Low,Inactive
13752.0,6,1175.38,874,64,124,122,195.89666666666668,145.66666666666666,10.666666666666666,1.1842105263157896,High,At Risk
13753.0,1,741.26,512,35,288,0,741.26,512.0,35.0,1.0,High,Inactive
13754.0,2,282.6,214,11,152,165,141.3,107.0,5.5,0.3076923076923077,Low,At Risk
13755.0,9,2108.06,1242,232,4,59,234.2288888888889,138.0,25.77777777777778,3.033707865168539,Very High,Active
13756.0,14,5189.52,3188,66,2,365,370.68,227.71428571428572,4.714285714285714,1.0632911392405064,Very High,Active
13758.0,7,3190.55,1844,104,12,361,455.79285714285714,263.42857142857144,14.857142857142858,0.5370843989769821,Very High,Active
13759.0,2,659.4100000000001,287,24,33,37,329.70500000000004,143.5,12.0,0.8955223880597015,Medium,Recently Inactive
13760.0,2,286.79,197,50,54,202,143.395,98.5,25.0,0.25862068965517243,Low,Recently Inactive
13761.0,2,1070.65,642,68,50,129,535.325,321.0,34.0,0.37735849056603776,High,Recently Inactive
13762.0,1,306.72,272,7,219,0,306.72,272.0,7.0,1.0,Medium,Inactive
13763.0,1,1714.96,728,15,63,0,1714.96,728.0,15.0,1.0,Very High,Recently Inactive
13764.0,3,1516.42,923,182,71,266,505.47333333333336,307.6666666666667,60.666666666666664,0.30405405405405406,High,Recently Inactive
13767.0,37,17220.36,7322,55,2,371,465.41513513513513,197.8918918918919,1.4864864864864864,2.7680798004987532,Very High,Active
13769.0,10,2796.51,1163,73,2,365,279.651,116.3,7.3,0.759493670886076,Very High,Active
13771.0,4,2634.45,1477,114,64,182,658.6125,369.25,28.5,0.5660377358490566,Very High,Recently Inactive
13772.0,3,1122.63,540,141,34,205,374.21000000000004,180.0,47.0,0.3829787234042553,High,Recently Inactive
13774.0,1,345.0,192,22,82,0,345.0,192.0,22.0,1.0,Medium,Recently Inactive
13777.0,33,25977.16,12897,36,1,372,787.1866666666666,390.8181818181818,1.0909090909090908,2.462686567164179,Very High,Active
13778.0,1,178.7,70,9,103,0,178.7,70.0,9.0,1.0,Low,At Risk
13780.0,2,360.01,318,56,7,163,180.005,159.0,28.0,0.31088082901554404,Medium,Active
13781.0,1,127.84,30,17,251,0,127.84,30.0,17.0,1.0,Low,Inactive
13782.0,6,908.86,369,96,13,315,151.47666666666666,61.5,16.0,0.5217391304347826,High,Active
13784.0,11,2462.79,2493,9,10,322,223.89,226.63636363636363,0.8181818181818182,0.9375000000000001,Very High,Active
13786.0,1,230.4,136,7,367,0,230.4,136.0,7.0,1.0,Low,Inactive
13787.0,2,309.04,337,24,76,288,154.52,168.5,12.0,0.18867924528301888,Medium,Recently Inactive
13790.0,1,348.79999999999995,748,45,4,0,348.79999999999995,748.0,45.0,1.0,Medium,Active
13791.0,2,1516.0,1200,7,128,40,758.0,600.0,3.5,0.8571428571428572,High,At Risk
13792.0,2,195.55,92,13,66,221,97.775,46.0,6.5,0.2390438247011952,Low,Recently Inactive
13798.0,57,37153.85,23948,113,1,370,651.8219298245614,420.140350877193,1.9824561403508771,4.2749999999999995,Very High,Active
13799.0,2,688.86,402,32,117,177,344.43,201.0,16.0,0.2898550724637681,High,At Risk
13800.0,1,558.32,331,33,310,0,558.32,331.0,33.0,1.0,Medium,Inactive
13801.0,1,324.8,168,23,67,0,324.8,168.0,23.0,1.0,Medium,Recently Inactive
13802.0,3,4599.42,2572,55,139,172,1533.14,857.3333333333334,18.333333333333332,0.44554455445544555,Very High,At Risk
13803.0,1,277.07,121,17,255,0,277.07,121.0,17.0,1.0,Low,Inactive
13804.0,7,2588.39,1462,124,31,259,369.77,208.85714285714286,17.714285714285715,0.726643598615917,Very High,Recently Inactive
13805.0,2,924.5999999999999,1900,10,52,76,462.29999999999995,950.0,5.0,0.5660377358490566,High,Recently Inactive
13806.0,1,256.38,56,10,64,0,256.38,56.0,10.0,1.0,Low,Recently Inactive
13807.0,1,112.6,36,7,367,0,112.6,36.0,7.0,1.0,Low,Inactive
13808.0,5,1747.66,782,70,6,91,349.53200000000004,156.4,14.0,1.2396694214876034,Very High,Active
13809.0,1,155.05,29,11,305,0,155.05,29.0,11.0,1.0,Low,Inactive
13810.0,2,899.51,311,31,29,27,449.755,155.5,15.5,1.0526315789473684,High,Active
13811.0,2,591.75,67,6,184,55,295.875,33.5,3.0,0.7058823529411765,Medium,Inactive
13812.0,3,539.0,333,33,42,63,179.66666666666666,111.0,11.0,0.9677419354838709,Medium,Recently Inactive
13813.0,4,1366.8600000000001,552,54,40,95,341.71500000000003,138.0,13.5,0.9600000000000002,High,Recently Inactive
13814.0,2,1579.12,864,37,92,44,789.56,432.0,18.5,0.8108108108108107,High,At Risk
13815.0,4,4027.36,2560,132,22,296,1006.84,640.0,33.0,0.36809815950920244,Very High,Active
13816.0,2,571.6700000000001,269,25,24,40,285.83500000000004,134.5,12.5,0.8571428571428572,Medium,Active
13817.0,2,382.98,211,20,29,322,191.49,105.5,10.0,0.17045454545454547,Medium,Active
13819.0,3,1140.35,1109,26,302,18,380.1166666666666,369.6666666666667,8.666666666666666,1.875,High,Inactive
13821.0,2,385.64,153,51,145,116,192.82,76.5,25.5,0.410958904109589,Medium,At Risk
13822.0,2,632.0,611,90,6,34,316.0,305.5,45.0,0.9375,Medium,Active
13823.0,2,957.66,439,39,19,72,478.83,219.5,19.5,0.5882352941176471,High,Active
13824.0,5,1698.94,768,34,33,277,339.788,153.6,6.8,0.488599348534202,Very High,Recently Inactive
13826.0,1,189.5,82,10,176,0,189.5,82.0,10.0,1.0,Low,At Risk
13827.0,3,409.8,138,83,58,85,136.6,46.0,27.666666666666668,0.7826086956521738,Medium,Recently Inactive
13828.0,1,209.49,311,15,22,0,209.49,311.0,15.0,1.0,Low,Active
13831.0,6,2198.45,743,58,16,353,366.4083333333333,123.83333333333333,9.666666666666666,0.46997389033942555,Very High,Active
13832.0,1,52.2,28,3,19,0,52.2,28.0,3.0,1.0,Low,Active
13833.0,1,383.85,117,28,159,0,383.85,117.0,28.0,1.0,Medium,At Risk
13835.0,4,834.57,442,48,25,190,208.6425,110.5,12.0,0.5454545454545455,High,Active
13837.0,2,266.59000000000003,182,17,212,105,133.29500000000002,91.0,8.5,0.4444444444444444,Low,Inactive
13838.0,4,674.82,254,144,6,364,168.705,63.5,36.0,0.30456852791878175,High,Active
13841.0,1,85.0,100,1,253,0,85.0,100.0,1.0,1.0,Low,Inactive
