StockCode,Product_Name,Total_Units_Sold,Total_Revenue,Orders,Customers,Average_Price,Revenue_Per_Order,Units_Per_Order,Customer_Penetration,Revenue_Segment
21763,VINTAGE WOODEN BAR STOOL,6,169.75,4,4,27.4625,42.4375,1.5,0.0922722029988466,Medium
21769,VINTAGE POST OFFICE CABINET,11,607.6500000000001,2,2,66.36,303.82500000000005,5.5,0.0461361014994233,Medium
21770,OPEN CLOSED METAL SIGN,1638,7923.93,388,263,5.524447300771209,20.4225,4.221649484536083,6.066897347174164,Very High
21773,DECORATIVE ROSE BATHROOM BOTTLE,1170,1154.17,163,50,1.7692073170731706,7.0807975460122705,7.177914110429448,1.1534025374855825,High
21774,DECORATIVE CATS BATHROOM BOTTLE,1095,1152.4,186,39,1.9209625668449197,6.195698924731183,5.887096774193548,0.8996539792387545,High
21775,DECORATIVE FLORE BATHROOM BOTTLE,515,716.86,139,34,1.8763309352517985,5.15726618705036,3.7050359712230216,0.7843137254901961,High
21777,RECIPE BOX WITH METAL HEART,12,95.4,6,3,7.95,15.9,2.0,0.06920415224913494,Low
21781,MA CAMPAGNE CUTLERY BOX,168,2661.7999999999997,101,51,16.81356435643564,26.354455445544552,1.6633663366336633,1.1764705882352942,Very High
21784,SHOE SHINE BOX ,57,633.0699999999999,44,20,11.448181818181817,14.387954545454544,1.2954545454545454,0.461361014994233,Medium
21785,RAIN PONCHO ,411,268.76,5,3,0.9719999999999999,53.751999999999995,82.2,0.06920415224913494,Medium
21786,POLKADOT RAIN HAT ,1937,916.99,226,55,0.6697835497835498,4.057477876106195,8.570796460176991,1.2687427912341407,High
21787,RAIN PONCHO RETROSPOT,8875,7161.099999999999,243,115,1.0531854838709678,29.46954732510288,36.522633744855966,2.6528258362168398,Very High
21788,KIDS RAIN MAC BLUE,1293,1029.24,85,59,0.9096511627906977,12.108705882352941,15.211764705882352,1.3610149942329872,High
21789,KIDS RAIN MAC PINK,925,803.65,92,55,0.9420430107526881,8.73532608695652,10.054347826086957,1.2687427912341407,High
21790,VINTAGE SNAP CARDS,14521,12510.01,926,449,1.0157754010695188,13.509730021598273,15.681425485961123,10.35755478662053,Very High
21791,VINTAGE HEADS AND TAILS CARD GAME ,7864,10504.4,607,342,1.5057937806873976,17.30543657331137,12.955518945634267,7.889273356401384,Very High
21792,CLASSIC FRENCH STYLE BASKET GREEN ,344,1497.72,76,58,5.041052631578947,19.70684210526316,4.526315789473684,1.3379469434832756,High
21793,CLASSIC FRENCH STYLE BASKET BROWN,304,1296.6100000000001,74,57,4.584533333333334,17.52175675675676,4.108108108108108,1.314878892733564,High
21794,CLASSIC FRENCH STYLE BASKET NATURAL,522,2213.42,106,79,4.930754716981132,20.88132075471698,4.9245283018867925,1.8223760092272203,High
21801,CHRISTMAS TREE DECORATION WITH BELL,1251,530.26,125,22,0.42296,4.24208,10.008,0.5074971164936563,Medium
21802,CHRISTMAS TREE HEART DECORATION,2122,919.14,180,45,0.4531868131868132,5.106333333333334,11.78888888888889,1.0380622837370241,High
21803,CHRISTMAS TREE STAR DECORATION,2353,1016.02,198,46,0.4511111111111111,5.131414141414141,11.883838383838384,1.061130334486736,High
21804,WHITE CHRISTMAS GARLAND STARS TREES,225,830.03,65,37,3.7701515151515155,12.769692307692308,3.4615384615384617,0.8535178777393311,High
21807,WHITE CHRISTMAS STAR DECORATION,438,189.0,30,24,0.4694117647058823,6.3,14.6,0.5536332179930795,Medium
21808,"CHRISTMAS GARLAND STARS,TREES",180,637.83,48,21,3.535625,13.288125,3.75,0.4844290657439446,Medium
21809,CHRISTMAS HANGING TREE WITH BELL,1964,1117.92,117,72,0.9476859504132231,9.554871794871795,16.786324786324787,1.6608996539792389,High
21810,CHRISTMAS HANGING STAR WITH BELL,5840,2981.8399999999997,252,129,0.744638783269962,11.832698412698411,23.174603174603174,2.975778546712803,Very High
21811,CHRISTMAS HANGING HEART WITH BELL,4850,2682.4,245,119,0.9952173913043478,10.948571428571428,19.79591836734694,2.7450980392156863,Very High
21812,GARLAND WITH HEARTS AND BELLS,393,1746.27,100,36,5.1794,17.462699999999998,3.93,0.8304498269896194,High
21813,GARLAND WITH STARS AND BELLS,549,2280.4700000000003,112,38,4.661504424778761,20.361339285714287,4.901785714285714,0.8765859284890426,Very High
21814,HEART T-LIGHT HOLDER ,74,111.77,15,11,1.7293749999999999,7.451333333333333,4.933333333333334,0.2537485582468281,Low
21815,STAR  T-LIGHT HOLDER ,158,270.22999999999996,29,15,2.007,9.318275862068964,5.448275862068965,0.34602076124567477,Medium
21816,CHRISTMAS TREE T-LIGHT HOLDER,33,47.849999999999994,7,6,1.45,6.8357142857142845,4.714285714285714,0.13840830449826988,Low
21817,GLITTER CHRISTMAS TREE,906,410.90999999999997,58,48,0.5645901639344262,7.084655172413792,15.620689655172415,1.107266435986159,Medium
21818,GLITTER CHRISTMAS HEART ,2737,1320.41,163,117,0.6024157303370786,8.100674846625767,16.791411042944784,2.698961937716263,High
21819,GLITTER CHRISTMAS STAR ,2470,1066.6499999999999,124,95,0.544812030075188,8.602016129032258,19.919354838709676,2.1914648212226067,High
21820,GLITTER HEART GARLAND WITH BELLS ,329,1368.47,90,49,5.040869565217391,15.205222222222222,3.6555555555555554,1.130334486735871,High
21821,GLITTER STAR GARLAND WITH BELLS ,251,1037.05,62,35,5.067142857142858,16.726612903225806,4.048387096774194,0.8073817762399077,High
21822,GLITTER CHRISTMAS TREE WITH BELLS,698,719.3,97,45,1.324059405940594,7.415463917525773,7.195876288659794,1.0380622837370241,High
21823,PAINTED METAL HEART WITH HOLLY BELL,1372,854.35,97,61,0.9436538461538462,8.807731958762886,14.144329896907216,1.4071510957324107,High
21824,PAINTED METAL STAR WITH HOLLY BELLS,1916,1102.4199999999998,117,63,0.7734166666666666,9.422393162393162,16.376068376068375,1.453287197231834,High
21826,EIGHT PIECE DINOSAUR SET,125,185.18,35,16,1.6913513513513514,5.290857142857143,3.5714285714285716,0.3690888119953864,Medium
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,7.5,3,3,1.25,2.5,2.0,0.06920415224913494,Low
21828,EIGHT PIECE SNAKE  SET,330,435.79,84,53,1.4801176470588235,5.18797619047619,3.9285714285714284,1.2226066897347174,Medium
21829,DINOSAUR KEYRINGS ASSORTED,6765,1460.74,177,104,0.26303370786516855,8.252768361581921,38.220338983050844,2.3990772779700116,High
21830,ASSORTED CREEPY CRAWLIES,2621,1107.07,99,63,0.46950495049504953,11.182525252525252,26.474747474747474,1.453287197231834,High
21832,CHOCOLATE CALCULATOR,954,1790.1,198,83,2.34964824120603,9.040909090909091,4.818181818181818,1.914648212226067,High
21833,CAMOUFLAGE LED TORCH,2726,4594.43,168,87,2.109345238095238,27.347797619047622,16.226190476190474,2.006920415224913,Very High
21836,GINGHAM OVEN GLOVE RED HEART ,5,26.490000000000002,3,2,5.04,8.83,1.6666666666666667,0.0461361014994233,Low
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,1,1,5.45,5.45,1.0,0.02306805074971165,Low
21841,BABY MOUSE RED GINGHAM DRESS,73,310.25,21,19,4.25,14.773809523809524,3.4761904761904763,0.4382929642445213,Medium
21843,RED RETROSPOT CAKE STAND,2012,21354.3,539,260,12.607560073937153,39.618367346938776,3.732838589981447,5.997693194925029,Very High
21844,RED RETROSPOT MUG,1847,5167.6900000000005,156,99,3.3125477707006374,33.12621794871795,11.83974358974359,2.283737024221453,Very High
21845,DAIRY MAID STRIPE MUG,1906,1720.3000000000002,82,63,1.101219512195122,20.979268292682928,23.24390243902439,1.453287197231834,High
21846,PINK DIAMANTE PEN IN GIFT BOX,424,1206.97,103,12,4.093398058252427,11.718155339805826,4.116504854368932,0.27681660899653976,High
21847,GREEN  DIAMANTE PEN IN GIFT BOX,76,178.89,33,5,2.7533333333333334,5.420909090909091,2.303030303030303,0.11534025374855825,Medium
21849,SILVER DIAMANTE PEN IN GIFT BOX,173,548.9300000000001,66,16,3.803823529411765,8.317121212121213,2.621212121212121,0.3690888119953864,Medium
21850,BLUE  DIAMANTE PEN IN GIFT BOX,129,488.13,54,12,4.301481481481481,9.039444444444444,2.388888888888889,0.27681660899653976,Medium
21851,LILAC DIAMANTE PEN IN GIFT BOX,141,454.99,63,12,4.154603174603174,7.2220634920634925,2.238095238095238,0.27681660899653976,Medium
21864,UNION JACK FLAG PASSPORT COVER ,828,2041.69,184,65,2.863763440860215,11.096141304347826,4.5,1.4994232987312572,High
21865,PINK UNION JACK  PASSPORT COVER ,271,618.9300000000001,106,52,2.5725233644859813,5.838962264150944,2.556603773584906,1.1995386389850058,Medium
21866,UNION JACK FLAG LUGGAGE TAG,747,1292.3799999999999,193,79,1.9597938144329896,6.696269430051813,3.8704663212435233,1.8223760092272203,High
21867,PINK UNION JACK  LUGGAGE TAG,348,480.25,121,56,1.5743076923076922,3.96900826446281,2.87603305785124,1.2918108419838525,Medium
21868,POTTING SHED TEA MUG,2477,3259.75,302,153,1.7556578947368422,10.793874172185431,8.201986754966887,3.5294117647058822,Very High
21870,I CAN ONLY PLEASE ONE PERSON MUG,1407,1851.46,163,97,1.5759393939393938,11.358650306748466,8.631901840490798,2.23760092272203,High
21871,SAVE THE PLANET MUG,5453,6679.56,357,133,1.8128531855955676,18.710252100840336,15.27450980392157,3.068050749711649,Very High
21872,GLAMOROUS  MUG,1292,1454.98,142,81,1.6714685314685316,10.246338028169014,9.098591549295774,1.8685121107266434,High
21873,IF YOU CAN'T STAND THE HEAT MUG,1618,1834.3,116,62,1.6102586206896552,15.812931034482759,13.948275862068966,1.4302191464821221,High
21874,GIN AND TONIC MUG,2974,4141.179999999999,295,110,2.014203389830508,14.037898305084743,10.08135593220339,2.5374855824682814,Very High
21875,KINGS CHOICE MUG,2055,2429.38,148,83,1.8340268456375837,16.414729729729732,13.885135135135135,1.914648212226067,Very High
21876,POTTERING MUG,3789,4825.36,333,141,2.0920059880239523,14.49057057057057,11.378378378378379,3.2525951557093427,Very High
21877,HOME SWEET HOME MUG,5411,6932.78,349,174,1.7194857142857145,19.864699140401147,15.504297994269342,4.013840830449826,Very High
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2523,2172.2,224,120,1.091578947368421,9.697321428571428,11.263392857142858,2.768166089965398,High
21879,HEARTS GIFT TAPE,1176,385.47,94,52,0.5863157894736841,4.100744680851064,12.51063829787234,1.1995386389850058,Medium
21880,RED RETROSPOT TAPE,1903,858.7800000000001,240,84,0.48406639004149377,3.57825,7.929166666666666,1.9377162629757785,High
21881,CUTE CATS TAPE,1102,383.11,79,37,0.6788607594936709,4.849493670886076,13.949367088607595,0.8535178777393311,Medium
21882,SKULLS TAPE,704,251.17000000000002,70,35,0.6367605633802818,3.5881428571428575,10.057142857142857,0.8073817762399077,Medium
21883,STARS GIFT TAPE ,1653,725.4200000000001,133,82,0.6445864661654136,5.454285714285715,12.428571428571429,1.8915801614763552,High
21884,CAKES AND BOWS GIFT  TAPE,1166,413.76,93,43,0.761505376344086,4.449032258064516,12.53763440860215,0.991926182237601,Medium
21888,BINGO SET,1688,6659.54,378,210,4.72473544973545,17.617830687830686,4.465608465608466,4.844290657439446,Very High
21889,WOODEN BOX OF DOMINOES,6390,8847.29,587,336,1.5789816360601001,15.072044293015333,10.885860306643952,7.750865051903114,Very High
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1147,3674.11,231,143,3.8581196581196586,15.905238095238095,4.965367965367966,3.298731257208766,Very High
21891,TRADITIONAL WOODEN SKIPPING ROPE,8130,10504.85,425,264,1.592523148148148,24.71729411764706,19.129411764705882,6.0899653979238755,Very High
21892,TRADITIONAL WOODEN CATCH CUP GAME ,3192,4317.16,412,235,1.6051196172248803,10.478543689320388,7.747572815533981,5.4209919261822375,Very High
21894,POTTING SHED SEED ENVELOPES,592,902.08,130,57,1.8283969465648853,6.939076923076923,4.553846153846154,1.314878892733564,High
21895,POTTING SHED SOW 'N' GROW SET,2,12.72,2,1,6.36,6.36,1.0,0.02306805074971165,Low
21896,POTTING SHED TWINE,980,2272.79,110,79,2.417927927927928,20.661727272727273,8.909090909090908,1.8223760092272203,Very High
21897,POTTING SHED CANDLE CITRONELLA,405,1268.1899999999998,3,1,3.85,422.72999999999996,135.0,0.02306805074971165,High
21898,POTTING SHED ROSE CANDLE,493,1541.1100000000001,25,6,2.6156,61.644400000000005,19.72,0.13840830449826988,High
21899,"KEY FOB , GARAGE DESIGN",2679,1757.97,278,148,0.880391459074733,6.32363309352518,9.636690647482014,3.4140715109573243,High
21900,"KEY FOB , SHED",3228,2197.17,372,166,0.9522252010723861,5.906370967741935,8.67741935483871,3.829296424452134,High
21901,"KEY FOB , BACK DOOR ",1828,1277.89,308,143,0.8934285714285715,4.148993506493507,5.935064935064935,3.298731257208766,High
21902,"KEY FOB , FRONT  DOOR ",1962,1262.37,210,114,0.8843661971830986,6.011285714285714,9.342857142857143,2.629757785467128,High
21903,MAN FLU METAL SIGN,1160,2490.13,180,113,2.5055555555555555,13.834055555555556,6.444444444444445,2.6066897347174165,Very High
21904,HOUSE WRECKING METAL SIGN ,50,105.0,23,21,2.1,4.565217391304348,2.1739130434782608,0.4844290657439446,Low
21905,MORE BUTTER METAL SIGN ,760,821.61,160,84,1.401625,5.1350625,4.75,1.9377162629757785,High
21906,PHARMACIE FIRST AID TIN,581,4470.8099999999995,173,71,9.662068965517241,25.842832369942194,3.3583815028901736,1.637831603229527,Very High
21907,I'M ON HOLIDAY METAL SIGN,2371,5027.18,367,208,2.3004347826086957,13.698038147138965,6.460490463215259,4.798154555940023,Very High
21908,CHOCOLATE THIS WAY METAL SIGN,3771,7752.22,468,220,2.534714587737844,16.56457264957265,8.057692307692308,5.074971164936563,Very High
21910,WAY OUT METAL SIGN ,36,59.400000000000006,8,8,1.65,7.425000000000001,4.5,0.1845444059976932,Low
21911,GARDEN METAL SIGN ,114,203.21,29,18,2.1710344827586208,7.007241379310345,3.9310344827586206,0.4152249134948097,Medium
21912,VINTAGE SNAKES & LADDERS,1786,7047.7,396,201,4.942045454545455,17.79722222222222,4.51010101010101,4.6366782006920415,Very High
21913,VINTAGE SEASIDE JIGSAW PUZZLES,398,1565.83,148,72,4.369256756756757,10.579932432432432,2.689189189189189,1.6608996539792389,High
21914,BLUE HARMONICA IN BOX ,7876,10339.81,603,306,1.4315409836065573,17.147280265339965,13.061359867330017,7.0588235294117645,Very High
21915,RED  HARMONICA IN BOX ,21903,26294.08,661,349,1.4255722891566265,39.77924357034796,33.13615733736763,8.050749711649367,Very High
21916,SET 12 RETRO WHITE CHALK STICKS,4599,1973.49,359,156,0.5460273972602739,5.497186629526462,12.81058495821727,3.598615916955018,High
21917,SET 12 KIDS  WHITE CHALK STICKS,4151,1701.93,225,132,0.49755555555555553,7.564133333333333,18.448888888888888,3.0449826989619377,High
21918,SET 12 KIDS COLOUR  CHALK STICKS,7199,2950.25,369,193,0.5195967741935483,7.995257452574526,19.509485094850948,4.4521337946943484,Very High
21922,UNION STRIPE WITH FRINGE  HAMMOCK,898,6944.360000000001,208,113,9.187081339712918,33.386346153846155,4.3173076923076925,2.6066897347174165,Very High
21925,UNION STRIPE CUSHION COVER ,403,503.75,65,38,1.25,7.75,6.2,0.8765859284890426,Medium
21926,RED/CREAM STRIPE CUSHION COVER ,414,509.9,60,35,1.2468333333333335,8.498333333333333,6.9,0.8073817762399077,Medium
21927,BLUE/CREAM STRIPE CUSHION COVER ,623,771.15,99,41,1.2481,7.789393939393939,6.292929292929293,0.9457900807381776,High
21928,JUMBO BAG SCANDINAVIAN PAISLEY,10468,21144.41,806,264,2.697144622991347,26.233759305210917,12.987593052109181,6.0899653979238755,Very High
21929,JUMBO BAG PINK VINTAGE PAISLEY,11006,23179.06,865,308,2.678348623853211,26.796601156069364,12.723699421965318,7.104959630911188,Very High
21930,JUMBO STORAGE BAG SKULLS,6438,14006.2,705,220,2.7869887955182073,19.86695035460993,9.13191489361702,5.074971164936563,Very High
21931,JUMBO STORAGE BAG SUKI,13651,30764.010000000002,1184,333,2.746616415410385,25.983116554054057,11.52956081081081,7.681660899653979,Very High
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2720,4995.38,446,218,2.0698666666666665,11.200403587443946,6.098654708520179,5.02883506343714,Very High
21933,PINK VINTAGE PAISLEY PICNIC BAG,2672,4957.43,410,198,2.0688009592326138,12.09129268292683,6.517073170731707,4.567474048442906,Very High
21934,SKULL SHOULDER BAG,2421,4480.28,411,85,2.140631067961165,10.900924574209245,5.890510948905109,1.9607843137254901,Very High
21935,SUKI  SHOULDER BAG,3393,6298.61,530,121,2.336911487758945,11.884169811320755,6.40188679245283,2.7912341407151096,Very High
21936,RED RETROSPOT PICNIC BAG,3985,11665.19,531,223,3.7098496240601504,21.968342749529192,7.504708097928437,5.144175317185698,Very High
21937,STRAWBERRY   PICNIC BAG,1707,4898.85,251,146,3.405555555555556,19.51733067729084,6.800796812749004,3.3679354094579006,Very High
21942,SKULLS DESIGN FLANNEL,287,313.01,103,14,1.3337864077669903,3.038932038834951,2.7864077669902914,0.32295271049596314,Medium
21943,CAKES AND RABBITS DESIGN FLANNEL ,119,134.48999999999998,50,7,1.2856,2.6897999999999995,2.38,0.16147635524798157,Medium
21944,KITTENS DESIGN FLANNEL,337,310.19,100,24,1.1922772277227722,3.1019,3.37,0.5536332179930795,Medium
21945,STRAWBERRIES  DESIGN FLANNEL ,358,373.34,105,27,1.3124528301886793,3.5556190476190475,3.4095238095238094,0.6228373702422145,Medium
21946,PARTY TIME DESIGN FLANNEL,86,75.35,25,8,1.0136,3.014,3.44,0.1845444059976932,Low
21947,SET OF 6 HEART CHOPSTICKS,811,1139.65,152,62,1.6988535031847132,7.497697368421053,5.3355263157894735,1.4302191464821221,High
21948,SET OF 6 CAKE CHOPSTICKS,640,978.23,153,37,1.904258064516129,6.3936601307189544,4.183006535947713,0.8535178777393311,High
21949,SET OF 6 STRAWBERRY CHOPSTICKS,801,1054.44,144,46,1.8067586206896553,7.322500000000001,5.5625,1.061130334486736,High
21955,DOORMAT UNION JACK GUNS AND ROSES,1228,7580.82,206,108,9.168653846153846,36.80009708737864,5.961165048543689,2.491349480968858,Very High
21967,PACK OF 12 SKULL TISSUES,5271,1582.1499999999999,232,129,0.44693617021276594,6.819612068965517,22.719827586206897,2.975778546712803,High
21972,SET OF 36 DINOSAUR PAPER DOILIES,335,499.08,65,35,1.6887692307692308,7.678153846153846,5.153846153846154,0.8073817762399077,Medium
21973,SET OF 36 MUSHROOM PAPER DOILIES,159,230.54999999999998,30,25,1.45,7.685,5.3,0.5767012687427913,Medium
21974,SET OF 36 PAISLEY FLOWER DOILIES,2219,3545.6,360,177,2.144388888888889,9.848888888888888,6.163888888888889,4.083044982698962,Very High
21975,PACK OF 60 DINOSAUR CAKE CASES,12312,6102.51,601,287,0.6264715447154472,10.153926788685524,20.48585690515807,6.620530565167243,Very High
21976,PACK OF 60 MUSHROOM CAKE CASES,5199,2869.9,393,181,0.8403266331658291,7.302544529262087,13.229007633587786,4.175317185697809,Very High
21977,PACK OF 60 PINK PAISLEY CAKE CASES,24820,12226.32,869,410,0.7446931818181819,14.069413118527041,28.56156501726122,9.457900807381776,Very High
21980,PACK OF 12 RED RETROSPOT TISSUES ,6685,2121.18,297,192,0.40671140939597317,7.142020202020201,22.50841750841751,4.429065743944636,High
21981,PACK OF 12 WOODLAND TISSUES ,5468,1651.3,271,143,0.48146520146520144,6.093357933579336,20.177121771217713,3.298731257208766,High
21982,PACK OF 12 SUKI TISSUES ,7173,2215.61,359,182,0.4738251366120218,6.171615598885794,19.98050139275766,4.19838523644752,High
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2301,777.67,155,98,0.44819354838709674,5.017225806451613,14.845161290322581,2.260668973471742,High
21984,PACK OF 12 PINK PAISLEY TISSUES ,3458,1112.6,212,123,0.4711214953271028,5.24811320754717,16.31132075471698,2.837370242214533,High
21985,PACK OF 12 HEARTS DESIGN TISSUES ,8775,2729.5099999999998,427,262,0.4177389277389277,6.392295081967212,20.550351288056206,6.043829296424452,Very High
21986,PACK OF 12 PINK POLKADOT TISSUES,4067,1197.73,189,118,0.4273298429319371,6.337195767195768,21.51851851851852,2.7220299884659744,High
21987,PACK OF 6 SKULL PAPER CUPS,2113,1346.65,171,106,0.7704545454545454,7.87514619883041,12.35672514619883,2.445213379469435,High
21988,PACK OF 6 SKULL PAPER PLATES,2321,1862.75,193,101,1.0186153846153847,9.651554404145077,12.025906735751295,2.3298731257208765,High
21989,PACK OF 20 SKULL PAPER NAPKINS,2409,2233.1,335,130,1.1530088495575221,6.665970149253731,7.191044776119403,2.9988465974625145,Very High
21990,MODERN FLORAL STATIONERY SET,1672,2870.0,366,127,1.9954200542005418,7.841530054644808,4.5683060109289615,2.9296424452133794,Very High
21991,BOHEMIAN COLLAGE STATIONERY SET,635,1080.82,211,80,2.004245283018868,5.122369668246445,3.009478672985782,1.845444059976932,High
21992,VINTAGE PAISLEY STATIONERY SET,1901,3510.72,436,160,2.065475113122172,8.052110091743119,4.360091743119266,3.690888119953864,Very High
21993,FLORAL FOLK STATIONERY SET,1937,3355.84,425,151,2.024824355971897,7.896094117647059,4.557647058823529,3.4832756632064585,Very High
22016,Dotcomgiftshop Gift Voucher £100.00,1,83.33,1,0,83.33,83.33,1.0,0.0,Low
22021,BLUE FELT EASTER EGG BASKET,365,610.45,71,60,1.73986301369863,8.597887323943663,5.140845070422535,1.384083044982699,Medium
22023,EMPIRE BIRTHDAY CARD,1206,538.72,146,71,0.5998639455782312,3.68986301369863,8.26027397260274,1.637831603229527,Medium
22024,RAINY LADIES BIRTHDAY CARD,2406,1023.73,213,90,0.5876056338028169,4.806244131455399,11.295774647887324,2.0761245674740483,High
22025,RING OF ROSES BIRTHDAY CARD,1835,761.0500000000001,130,73,0.5516793893129771,5.85423076923077,14.115384615384615,1.6839677047289503,High
22026,BANQUET BIRTHDAY  CARD  ,1644,712.08,160,71,0.57325,4.4505,10.275,1.637831603229527,High
22027,TEA PARTY BIRTHDAY CARD,4368,1873.71,362,180,0.5336263736263736,5.175994475138122,12.066298342541437,4.1522491349480966,High
22028,PENNY FARTHING BIRTHDAY CARD,3042,1304.14,262,124,0.5452091254752851,4.97763358778626,11.610687022900763,2.8604382929642442,High
22029,SPACEBOY BIRTHDAY CARD,8161,3387.57,527,234,0.5244318181818182,6.428026565464896,15.485768500948767,5.397923875432526,Very High
22030,SWALLOWS GREETING CARD,5527,2237.89,274,179,0.4638181818181818,8.167481751824816,20.17153284671533,4.129181084198385,Very High
22031,BOTANICAL LAVENDER BIRTHDAY CARD,504,225.59,80,28,0.518875,2.819875,6.3,0.6459054209919263,Medium
22032,BOTANICAL LILY GREETING CARD,427,181.98,60,28,0.4485,3.033,7.116666666666666,0.6459054209919263,Medium
22033,BOTANICAL ROSE GREETING CARD,337,141.95,22,20,0.43863636363636366,6.452272727272727,15.318181818181818,0.461361014994233,Medium
22034,ROBIN CHRISTMAS CARD,10,5.02,4,1,0.625,1.255,2.5,0.02306805074971165,Low
22035,VINTAGE CARAVAN GREETING CARD ,1452,617.32,137,65,0.575036496350365,4.505985401459855,10.598540145985401,1.4994232987312572,Medium
22037,ROBOT BIRTHDAY CARD,3929,1695.32,354,173,0.5297183098591549,4.789039548022599,11.098870056497175,3.990772779700116,High
22038,BOTANICAL LAVENDER GIFT WRAP ,475,199.5,19,19,0.42,10.5,25.0,0.4382929642445213,Medium
22039,BOTANICAL LILY GIFT WRAP,250,105.0,7,6,0.42,15.0,35.714285714285715,0.13840830449826988,Low
22040,BOTANICAL ROSE GIFT WRAP,725,304.5,28,27,0.42,10.875,25.892857142857142,0.6228373702422145,Medium
22041,"RECORD FRAME 7"" SINGLE SIZE ",4374,11354.56,361,73,3.676493150684932,31.453074792243765,12.11634349030471,1.6839677047289503,Very High
22042,CHRISTMAS CARD SINGING ANGEL,399,168.33,39,24,0.4330769230769231,4.3161538461538465,10.23076923076923,0.5536332179930795,Medium
22043,CHRISTMAS CARD SCREEN PRINT ,1238,304.5,64,40,0.29765625,4.7578125,19.34375,0.922722029988466,Medium
22044,CHRISTMAS CARD STACK OF PRESENTS,816,196.44,36,35,0.2602777777777778,5.456666666666667,22.666666666666668,0.8073817762399077,Medium
22045,SPACEBOY GIFT WRAP,6527,2673.34,208,148,0.41865384615384615,12.852596153846154,31.379807692307693,3.4140715109573243,Very High
22046,TEA PARTY  WRAPPING PAPER ,2250,929.0,75,62,0.4189333333333333,12.386666666666667,30.0,1.4302191464821221,High
22047,EMPIRE GIFT WRAP,3375,1373.5,106,93,0.41792452830188676,12.95754716981132,31.839622641509433,2.1453287197231834,High
22048,BIRTHDAY BANQUET GIFT WRAP,975,393.5,32,32,0.4175,12.296875,30.46875,0.7381776239907728,Medium
22049,WRAP CHRISTMAS SCREEN PRINT,1050,291.5,33,26,0.2736363636363636,8.833333333333334,31.818181818181817,0.5997693194925029,Medium
22050,PINK PAISLEY ROSE GIFT WRAP,1225,498.5,40,37,0.418,12.4625,30.625,0.8535178777393311,Medium
22051,BLUE SCANDINAVIAN PAISLEY WRAP,975,409.5,39,36,0.42,10.5,25.0,0.8304498269896194,Medium
22052,VINTAGE CARAVAN GIFT WRAP,650,273.0,27,22,0.42,10.11111111111111,24.074074074074073,0.5074971164936563,Medium
22053,EMPIRE DESIGN ROSETTE,4244,3606.42,28,23,1.227857142857143,128.8007142857143,151.57142857142858,0.530565167243368,Very High
22055,MINI CAKE STAND  HANGING STRAWBERY,1375,2083.19,220,102,2.086160714285714,9.469045454545455,6.25,2.3529411764705883,High
22057,CERAMIC PLATE STRAWBERRY DESIGN,584,667.92,61,46,1.41327868852459,10.949508196721311,9.573770491803279,1.061130334486736,Medium
22059,CERAMIC STRAWBERRY DESIGN MUG,1780,2081.54,173,85,1.6124293785310733,12.032023121387283,10.289017341040463,1.9607843137254901,High
22060,LARGE CAKE STAND HANGING HEARTS,231,1111.05,34,31,5.28,32.67794117647059,6.794117647058823,0.7151095732410611,High
22061,LARGE CAKE STAND  HANGING STRAWBERY,582,4218.0599999999995,146,86,10.28958904109589,28.890821917808214,3.9863013698630136,1.983852364475202,Very High
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,583,677.86,73,43,1.6003846153846153,9.285753424657534,7.986301369863014,0.991926182237601,Medium
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,583,1367.45,120,56,3.6615447154471545,11.395416666666668,4.858333333333333,1.2918108419838525,High
22064,PINK DOUGHNUT TRINKET POT ,1728,2546.3,241,85,2.1447368421052633,10.565560165975105,7.170124481327801,1.9607843137254901,Very High
22065,CHRISTMAS PUDDING TRINKET POT ,6729,3462.25,241,132,1.0662948207171314,14.366182572614107,27.92116182572614,3.0449826989619377,Very High
22066,LOVE HEART TRINKET POT,2239,1044.81,135,99,0.6829496402877698,7.739333333333333,16.585185185185185,2.283737024221453,High
22067,CHOC TRUFFLE GOLD TRINKET POT ,408,638.62,70,32,2.072535211267606,9.123142857142858,5.828571428571428,0.7381776239907728,Medium
22068,BLACK PIRATE TREASURE CHEST,526,856.39,143,56,2.382013888888889,5.988741258741259,3.6783216783216783,1.2918108419838525,High
22069,BROWN  PIRATE TREASURE CHEST ,414,993.5,146,26,3.196938775510204,6.804794520547945,2.835616438356164,0.5997693194925029,High
22070,SMALL RED RETROSPOT MUG IN BOX ,948,2354.4,116,62,4.214017094017094,20.29655172413793,8.172413793103448,1.4302191464821221,Very High
22071,SMALL WHITE RETROSPOT MUG IN BOX ,729,1384.3,86,64,3.8707954545454544,16.096511627906978,8.476744186046512,1.4763552479815456,High
22072,RED RETROSPOT TEA CUP AND SAUCER ,848,2811.17,162,90,3.9930120481927713,17.352901234567902,5.234567901234568,2.0761245674740483,Very High
